   |CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL|FLG_MTO_P25|FLG_MTO_P50|FLG_MTO_P75|FLG_MTO_P90|FECDIA2|FEC_BEN|FLG_AN|TIPPER|FLG_NUEVA_BEN|dif|dif2|FLG_NUEVA_SOL|FLG_NUEVA|FLG_BANCA|PERSONA_SOL|EMPRESA_SOL|PERSONA_BEN|EMPRESA_BEN|FLG_ROS|FLG_MTO|FLG_NOREL|MTOTRANSACCION_ES|TIPPER_BEN|TIPPER_SOL|MTO_P95|MTOTRANSACCION_ES95|N_Cluster
801|366868.0|983757.0|202001|27/01/2020|15:29:54|215000|1374|800654000000.0|117|Credipago without validation|122.0|E|1|1|C|P|243160.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|1|0|0|0|2020-01-27|1998-10-23|0|0|0|7766 days|7766.0|0|0|1|1|0|0|0|0|0|1|243160.0|1|0|243160.0|243160.0|5
1498|4613804.0|3549080.0|202001|31/01/2020|17:26:04|215000|1698|800657000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|498100.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-01-31|2004-05-27|0|0|0|5727 days|5727.0|0|0|1|1|0|0|1|0|0|0|498100.0|1|0|498100.0|498100.0|6
1277|5097808.0|3070815.0|202001|13/01/2020|11:02:32|475000|359|800646000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|284410.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/2005||1|0|0|1|0|1|0|0|0|2020-01-13|2005-07-14|0|0|0|5296 days|5296.0|0|0|1|1|0|0|0|0|0|1|284410.0|1|0|284410.0|284410.0|7
250|9040248.0|8284617.0|202005|04/05/2020|11:39:51|192003|215|800692000000.0|62|DepÂ¢sito Cte|5131.0|E|1|1|E|P|414257.98|E|EMPRESA                            |BANCA PERSONAL                     |01/02/2011|14/11/2007|0|0|0|0|0|0|0|1|0|2020-04-05|2011-01-02|0|0|0|3381 days|3381.0|0|0|1|1|0|0|1|0|0|1|414257.98|1|1|414257.98|414257.98|13
3161|14746.0|13009747.0|202005|05/05/2020|13:46:05|305000|691|800693000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|600000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|0|0|0|1|2020-05-05|1994-01-12|0|0|0|9610 days|9610.0|0|0|1|1|0|0|1|0|1|1|600000.0|1|0|600000.0|600000.0|11
572|8269958.0|6439533.0|202003|10/03/2020|18:07:44|192026|762|902223000000.0|62|DepÂ¢sito Cte|5143.0|E|1|1|P|P|210000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |11/03/2010||0|0|0|1|0|0|0|0|0|2020-10-03|2010-11-03|0|0|0|3622 days|3622.0|0|0|1|1|0|1|0|0|0|1|210000.0|1|0|210000.0|210000.0|7
1701|19960245.0|23947234.0|202009|01/09/2020|14:59:54|395000|250|902256000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|246428.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-01-09||0|0|0|||0|0|1|1|0|1|0|0|0|1|246428.0|1|0|246428.0|246428.0|9
1043|2233972.0|7144039.0|202005|27/05/2020|10:32:14|405000|212|800698000000.0|117|Credipago without validation|1551.0|E|1|1|C|P|204331.28|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |09/06/1994||0|0|0|0|0|0|0|0|0|2020-05-27|1994-09-06|0|0|0|9395 days|9395.0|0|0|1|1|0|0|0|0|0|1|204331.28|1|0|204331.28|204331.28|5
160|7071429.0|3534724.0|202003|10/03/2020|17:54:04|215000|1842|800679000000.0|117|Credipago without validation|121.0|E|1|1|E|P|499300.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-10-03|2008-09-07|0|0|0|4409 days|4409.0|0|0|1|1|0|0|1|0|0|0|499300.0|1|0|499300.0|499300.0|6
139|2636170.0|2636170.0|202008|12/08/2020|10:12:53|355000|79|902252000000.0|60|DepÂ¢sito Aho|5239.0|P|1|1|P|P|200050.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-12-08||0|1|0|||0|0|1|1|0|1|0|0|0|1|200050.0|0|0|200050.0|200050.0|9
45|10759655.0|86628.0|202005|13/05/2020|13:05:35|194047|291|800695000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|357550.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/08/2009||0|0|1|0|0|0|1|0|0|2020-05-13|2009-12-08|0|0|0|3809 days|3809.0|0|0|1|1|0|1|0|0|0|0|357550.0|1|0|357550.0|357550.0|12
922|1877375.0|8799366.0|202009|01/09/2020|15:35:22|285000|396|902256000000.0|62|DepÂ¢sito Cte|5050.0|E|1|1|P|P|250000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |15/05/1995||0|0|0|0|0|1|0|0|0|2020-01-09|1995-05-15|0|0|0|9005 days|9005.0|0|0|1|1|0|1|0|0|0|1|250000.0|1|0|250000.0|250000.0|9
2886|62876.0|12409114.0|202005|25/05/2020|10:53:48|475000|181|800697000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|395950.0|P|EMPRESA                            |BANCA PERSONAL                     |20/07/1987||0|0|0|0|0|0|0|1|0|2020-05-25|1987-07-20|0|0|0|11998 days|11998.0|0|0|1|1|0|0|1|0|0|1|395950.0|1|0|395950.0|395950.0|13
3366|7071429.0|877773.0|202004|21/04/2020|12:14:16|215000|535|800690000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-04-21|2008-09-07|0|0|0|4244 days|4244.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
3119|3836151.0|3836151.0|202008|12/08/2020|10:44:53|355001|100|902252000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|215000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-12-08||0|1|0|||0|0|1|1|0|1|0|0|0|1|215000.0|0|0|215000.0|215000.0|9
3383|7071429.0|877773.0|202008|03/08/2020|14:39:12|215000|460|800730000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-03-08|2008-09-07|0|0|0|4200 days|4200.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
1259|8682425.0|2848758.0|202007|08/07/2020|11:42:33|480000|84|902244000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|236324.74|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/2010||0|0|1|0|0|1|0|0|0|2020-08-07|2010-09-13|0|0|0|3616 days|3616.0|0|0|1|1|0|1|0|0|0|0|236324.74|1|0|236324.74|236324.74|4
1296|3714454.0|446948.0|202004|22/04/2020|12:04:09|355002|260|800690000000.0|62|DepÂ¢sito Cte|5239.0|E|1|1|P|P|297968.9|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/09/2002||0|0|0|0|0|0|1|0|0|2020-04-22|2002-02-09|0|0|0|6647 days|6647.0|0|0|1|1|0|1|0|0|0|1|297968.9|1|0|297968.9|297968.9|2
2198|186.0|6990204.0|202006|23/06/2020|09:44:01|310000|95|800708000000.0|101|Liquidacion de Letras|1512.0|E|1|1|E|P|354017.7|P|EMPRESA                            |BANCA PERSONAL                     |28/01/2000||0|0|1|0|0|0|1|0|0|2020-06-23|2000-01-28|0|0|0|7452 days|7452.0|0|0|1|1|0|0|1|0|0|0|354017.7|1|0|354017.7|354017.7|17
1226|2679372.0|2167813.0|202007|30/07/2020|10:46:43|193000|245|800729000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|231300.0|P|EMPRESA                            |BANCA PERSONAL                     |19/01/1995||0|0|0|0|0|0|0|0|0|2020-07-30|1995-01-19|0|0|0|9324 days|9324.0|0|0|1|1|0|0|1|0|0|1|231300.0|1|0|231300.0|231300.0|0
2546|71834.0|3383881.0|202002|13/02/2020|10:59:03|475000|291|800664000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|444540.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|1|0|2020-02-13|1976-01-04|0|0|0|16111 days|16111.0|0|0|1|1|0|0|1|0|0|1|444540.0|1|0|444540.0|444540.0|13
425|13814576.0|1694730.0|202001|11/01/2020|09:55:03|194000|69|800646000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|403330.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/09/2014||0|0|0|0|0|0|0|1|0|2020-11-01|2014-01-09|0|0|0|2488 days|2488.0|0|0|1|1|0|1|0|0|0|1|403330.0|1|0|403330.0|403330.0|18
776|8637421.0|6517508.0|202007|27/07/2020|16:41:04|380000|715|800729000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|499754.8|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-07-27||0|0|0|||0|0|1|1|0|0|0|0|0|1|499754.8|1|0|499754.8|499754.8|14
104|70294.0|517532.0|202009|01/09/2020|12:04:14|435002|129|800739000000.0|115|Credipago with partial validation|2520.0|E|1|1|C|P|240000.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |20/12/1968||0|0|0|0|0|1|0|0|0|2020-01-09|1968-12-20|0|0|0|18647 days|18647.0|0|0|1|1|0|0|0|0|0|1|240000.0|1|0|240000.0|240000.0|5
1134|3855878.0|14082530.0|202005|04/05/2020|11:51:02|395000|211|902233000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|248402.59|P|EMPRESA                            |BANCA PERSONAL                     |03/06/2002||0|0|0|0|0|1|0|0|0|2020-04-05|2002-03-06|0|0|0|6605 days|6605.0|0|0|1|1|0|0|1|0|0|1|248402.59|1|0|248402.59|248402.59|0
866|366868.0|983757.0|202004|20/04/2020|12:57:02|215000|814|800689000000.0|117|Credipago without validation|122.0|E|1|1|C|P|316520.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|0|1|0|0|2020-04-20|1998-10-23|0|0|0|7850 days|7850.0|0|0|1|1|0|0|0|0|0|1|316520.0|1|0|316520.0|316520.0|10
1138|8637421.0|3072941.0|202001|24/01/2020|12:53:21|380000|619|800653000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|767985.5|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-01-24||0|0|0|||0|0|1|1|0|0|0|0|1|1|767985.5|1|0|651373.7949999986|651373.7949999986|8
3045|2679372.0|19304153.0|202008|28/08/2020|10:44:27|193000|143|800738000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|354300.0|P|EMPRESA                            |BANCA PERSONAL                     |19/01/1995||0|0|0|0|0|0|1|0|0|2020-08-28|1995-01-19|0|0|0|9353 days|9353.0|0|0|1|1|0|0|1|0|0|1|354300.0|1|0|354300.0|354300.0|3
3420|12745.0|12745.0|202006|22/06/2020|10:37:47|295000|46|800708000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|281214.06|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-06-22||0|1|0|||0|0|1|1|0|1|0|0|0|1|281214.06|0|0|281214.06|281214.06|9
1798|21378.0|8548026.0|202004|29/04/2020|11:05:13|191087|149|902233000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|264575.0|P|EMPRESA                            |BANCA PERSONAL                     |28/10/1994||0|0|1|0|0|1|0|0|0|2020-04-29|1994-10-28|0|0|0|9315 days|9315.0|0|0|1|1|0|0|1|0|0|0|264575.0|1|0|264575.0|264575.0|16
1372|5097808.0|7295088.0|202001|02/01/2020|10:11:38|475000|196|800640000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|430550.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/2005||1|0|0|1|0|0|0|1|0|2020-02-01|2005-07-14|0|0|0|5315 days|5315.0|0|0|1|1|0|0|0|0|0|1|430550.0|1|0|430550.0|430550.0|14
1209|8637421.0|5814267.0|202003|14/03/2020|13:44:40|380000|895|800682000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|676970.9|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-03-14||0|0|0|||0|0|1|1|0|0|0|0|1|1|676970.9|1|0|651373.7949999986|651373.7949999986|8
2778|93143.0|14938485.0|202007|14/07/2020|12:58:33|375000|290|902246000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|324873.6|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|0|1|0|0|2020-07-14|1998-07-04|0|0|0|8046 days|8046.0|0|0|1|1|0|0|1|0|0|1|324873.6|1|0|324873.6|324873.6|3
910|14221515.0|2752190.0|202006|05/06/2020|11:59:57|194019|239|800702000000.0|84|Emision de Cheques de Ger|7020.0|E|1|1|P|P|275427.75|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/03/2012||0|0|0|0|0|1|0|0|0|2020-05-06|2012-03-26|0|0|0|2963 days|2963.0|0|0|1|1|0|1|0|0|0|1|275427.75|1|0|275427.75|275427.75|9
291|14991066.0|6039150.0|202007|01/07/2020|15:28:45|193040|320|902243000000.0|62|DepÂ¢sito Cte|5121.0|E|1|1|P|P|316000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |28/09/2015||0|0|1|0|0|0|1|0|0|2020-01-07|2015-09-28|0|0|0|1562 days|1562.0|0|0|1|1|0|1|0|0|0|0|316000.0|1|0|316000.0|316000.0|12
3036|21294271.0|705370.0|202006|05/06/2020|11:40:34|305003|182|800702000000.0|62|DepÂ¢sito Cte|9309.0|E|1|1|P|P|396530.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/08/2016||0|0|1|0|0|0|0|1|0|2020-05-06|2016-04-08|0|0|0|1489 days|1489.0|0|0|1|1|0|1|0|0|0|0|396530.0|1|0|396530.0|396530.0|1
2186|93143.0|18344583.0|202003|18/03/2020|12:25:21|375000|109|902226000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|281211.7|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|1|0|0|0|2020-03-18|1998-07-04|0|0|0|7928 days|7928.0|0|0|1|1|0|0|1|0|0|1|281211.7|1|0|281211.7|281211.7|0
2514|14772.0|2339687.0|202008|31/08/2020|12:19:44|191019|109|800738000000.0|115|Credipago with partial validation|2520.0|E|1|1|C|P|200291.67|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/05/1996||0|0|0|0|0|0|0|0|0|2020-08-31|1996-05-24|0|0|0|8865 days|8865.0|0|0|1|1|0|0|0|0|0|1|200291.67|1|0|200291.67|200291.67|5
2108|5973675.0|5859142.0|202006|01/06/2020|12:01:58|305000|274|800700000000.0|117|Credipago without validation|5234.0|E|1|1|P|P|205000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/06/2007||0|0|1|0|0|0|0|0|0|2020-01-06|2007-01-06|0|0|0|4748 days|4748.0|0|0|1|1|0|1|0|0|0|0|205000.0|1|0|205000.0|205000.0|4
1747|71834.0|482326.0|202005|07/05/2020|12:18:01|570011|282|902234000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|234450.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|0|0|2020-07-05|1976-01-04|0|0|0|16254 days|16254.0|0|0|1|1|0|0|1|0|0|1|234450.0|1|0|234450.0|234450.0|0
2779|93143.0|14938485.0|202007|10/07/2020|12:10:22|375000|290|902245000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|213756.5|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|0|0|0|0|2020-10-07|1998-07-04|0|0|0|8131 days|8131.0|0|0|1|1|0|0|1|0|0|1|213756.5|1|0|213756.5|213756.5|0
1988|2096628.0|3049539.0|202005|14/05/2020|10:25:58|570000|312|902235000000.0|62|DepÂ¢sito Cte|5211.0|E|1|1|E|P|242890.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1993||0|0|0|0|0|1|0|0|0|2020-05-14|1993-01-02|0|0|0|9994 days|9994.0|0|0|1|1|0|0|1|0|0|1|242890.0|1|0|242890.0|242890.0|0
2796|3316392.0|3601294.0|202008|14/08/2020|14:54:19|215000|483|800734000000.0|117|Credipago without validation|5190.0|E|1|1|E|P|421102.08|P|EMPRESA                            |BANCA PERSONAL                     |31/05/2002||0|0|1|0|0|0|0|1|0|2020-08-14|2002-05-31|0|0|0|6650 days|6650.0|0|0|1|1|0|0|1|0|0|0|421102.08|1|0|421102.08|421102.08|6
2418|8199179.0|9239814.0|202009|01/09/2020|15:46:19|485000|337|800739000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|345140.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/10/2007||0|0|1|0|0|0|1|0|0|2020-01-09|2007-10-16|0|0|0|4468 days|4468.0|0|0|1|1|0|1|0|0|0|0|345140.0|1|0|345140.0|345140.0|12
2253|7071429.0|9848343.0|202008|11/08/2020|12:33:48|285000|181|902251000000.0|117|Credipago without validation|121.0|E|1|1|E|P|308330.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|1|0|0|2020-11-08|2008-09-07|0|0|0|4445 days|4445.0|0|0|1|1|0|0|1|0|0|0|308330.0|1|0|308330.0|308330.0|17
163|7071429.0|3534724.0|202004|13/04/2020|13:36:17|215000|349|800688000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-04-13|2008-09-07|0|0|0|4236 days|4236.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
1453|11396966.0|3837308.0|202008|17/08/2020|12:53:38|285003|209|800734000000.0|62|DepÂ¢sito Cte|5270.0|E|1|1|P|P|204959.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/05/2012||0|0|0|0|0|0|0|0|0|2020-08-17|2012-03-05|0|0|0|3087 days|3087.0|0|0|1|1|0|1|0|0|0|1|204959.0|1|0|204959.0|204959.0|9
2770|93143.0|14938485.0|202007|06/07/2020|13:17:34|375000|252|902244000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|204472.5|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|0|0|0|0|2020-06-07|1998-07-04|0|0|0|8009 days|8009.0|0|0|1|1|0|0|1|0|0|1|204472.5|1|0|204472.5|204472.5|0
514|5718024.0|5718024.0|202007|01/07/2020|10:41:21|191052|122|800710000000.0|64|DepÂ¢sito Cta Plazo|9309.0|P|1|1|P|P|260000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-01-07||0|1|0|||0|0|1|1|0|1|0|0|0|1|260000.0|0|0|260000.0|260000.0|9
2841|12844012.0|13725959.0|202005|25/05/2020|13:46:40|215000|476|800697000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|248060.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|1|0|0|0|2020-05-25|2014-03-25|0|0|0|2253 days|2253.0|0|0|1|1|0|0|0|0|0|1|248060.0|1|0|248060.0|248060.0|5
394|3957875.0|3957875.0|202001|27/01/2020|12:13:25|570011|221|902202000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|280000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-01-27||0|1|0|||0|0|1|1|0|1|0|0|0|1|280000.0|0|0|280000.0|280000.0|9
3427|2096628.0||202006|08/06/2020|15:37:30|305000|344|800703000000.0|62|DepÂ¢sito Cte|5211.0|E|1|0|E||302156.0||EMPRESA                            ||01/02/1993||0|0|0|0|0|0|1|0|0|2020-08-06|1993-01-02|0|0|0|10078 days|10078.0|0|0|0|0|0|0|1|0|0|1|302156.0|1|1|302156.0|302156.0|3
1441|3855878.0|4586833.0|202004|23/04/2020|10:52:12|395000|151|902232000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|527110.0|P|EMPRESA                            |BANCA PERSONAL                     |03/06/2002||0|0|0|0|0|0|0|0|1|2020-04-23|2002-03-06|0|0|0|6623 days|6623.0|0|0|1|1|0|0|1|0|1|1|527110.0|1|0|527110.0|527110.0|11
671|4895158.0|8518762.0|202006|26/06/2020|12:01:50|480000|128|902242000000.0|117|Credipago without validation|1554.0|E|1|1|E|P|207427.08|P|EMPRESA                            |BANCA PERSONAL                     |08/02/2005||0|0|0|0|0|0|0|0|0|2020-06-26|2005-08-02|0|0|0|5442 days|5442.0|0|0|1|1|0|0|1|0|0|1|207427.08|1|0|207427.08|207427.08|0
50|10759655.0|86628.0|202006|10/06/2020|11:57:28|194047|156|800704000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|299748.06|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/08/2009||0|0|1|0|0|0|1|0|0|2020-10-06|2009-12-08|0|0|0|3955 days|3955.0|0|0|1|1|0|1|0|0|0|0|299748.06|1|0|299748.06|299748.06|12
51|10759655.0|86628.0|202007|13/07/2020|11:11:26|194047|68|800725000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|240000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/08/2009||0|0|1|0|0|1|0|0|0|2020-07-13|2009-12-08|0|0|0|3870 days|3870.0|0|0|1|1|0|1|0|0|0|0|240000.0|1|0|240000.0|240000.0|4
1207|8637421.0|5814267.0|202002|14/02/2020|11:59:42|380000|442|800665000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|713673.1|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-02-14||0|0|0|||0|0|1|1|0|0|0|0|1|1|713673.1|1|0|651373.7949999986|651373.7949999986|8
431|22278489.0|7192595.0|202001|04/01/2020|12:12:58|200000|356|902193000000.0|62|DepÂ¢sito Cte|9309.0|E|1|1|P|P|280000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/05/2018||0|0|0|0|0|1|0|0|0|2020-04-01|2018-05-21|0|0|0|681 days|681.0|0|0|1|1|0|1|0|0|0|1|280000.0|1|0|280000.0|280000.0|9
2124|45564.0|8472835.0|202007|29/07/2020|17:43:40|575000|537|902249000000.0|62|DepÂ¢sito Cte|5220.0|E|1|1|C|P|484620.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |15/07/1993||0|0|0|0|0|0|0|1|0|2020-07-29|1993-07-15|0|0|0|9876 days|9876.0|0|0|1|1|0|0|0|0|0|1|484620.0|1|0|484620.0|484620.0|14
3000|2388936.0|19304153.0|202008|28/08/2020|16:42:51|193000|631|800738000000.0|62|DepÂ¢sito Cte|9191.0|E|1|1|P|P|491207.5|P|BANCA PERSONAL                     |BANCA PERSONAL                     |10/03/1949||0|0|0|0|0|0|0|1|0|2020-08-28|1949-10-03|0|0|0|25897 days|25897.0|0|0|1|1|0|1|0|0|0|1|491207.5|1|0|491207.5|491207.5|18
1488|4613804.0|3549080.0|202001|08/01/2020|17:33:54|215000|1475|800644000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|400000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-08-01|2004-05-27|0|0|0|5910 days|5910.0|0|0|1|1|0|0|1|0|0|0|400000.0|1|0|400000.0|400000.0|6
3087|3522069.0|3522069.0|202007|10/07/2020|16:45:11|355005|552|902245000000.0|117|Credipago without validation|5143.0|P|1|1|P|P|333160.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|1|0|0|0|1|0|0|2020-10-07||0|1|0|||0|0|1|1|0|1|0|0|0|0|333160.0|0|0|333160.0|333160.0|12
1783|2679372.0|5705834.0|202003|17/03/2020|17:49:23|305000|723|800683000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|625500.0|P|EMPRESA                            |BANCA PERSONAL                     |19/01/1995||0|0|0|0|0|0|0|0|1|2020-03-17|1995-01-19|0|0|0|9189 days|9189.0|0|0|1|1|0|0|1|0|1|1|625500.0|1|0|625500.0|625500.0|11
2476||3721921.0|202003|10/03/2020|17:07:37|191113|410|800679000000.0|60|DepÂ¢sito Aho|||0|1||P|235280.0|P||BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-10-03||0|0|0|||0|0|1|1|0|0|0|0|0|1|235280.0|1|0|235280.0|235280.0|5
1773|11621839.0|3435461.0|202005|15/05/2020|10:57:50|230000|68|800695000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|281781.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-05-15||0|1|0|||0|0|1|1|0|1|0|0|0|1|281781.0|0|0|281781.0|281781.0|9
1494|4613804.0|3549080.0|202001|27/01/2020|18:11:47|215000|1913|800654000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|400000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-01-27|2004-05-27|0|0|0|5723 days|5723.0|0|0|1|1|0|0|1|0|0|0|400000.0|1|0|400000.0|400000.0|6
1768|56748.0|1728102.0|202002|25/02/2020|10:11:25|570000|241|902216000000.0|115|Credipago with partial validation|8030.0|E|1|1|E|P|219424.3|P|EMPRESA                            |BANCA PERSONAL                     |19/08/1988||0|0|1|0|0|0|0|0|0|2020-02-25|1988-08-19|0|0|0|11512 days|11512.0|0|0|1|1|0|0|1|0|0|0|219424.3|1|0|219424.3|219424.3|16
2346|16735525.0|1599976.0|202001|07/01/2020|17:32:15|405000|941|800644000000.0|117|Credipago without validation|5122.0|E|1|1|P|P|450000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |31/03/2015||0|0|1|0|0|0|0|1|0|2020-07-01|2015-03-31|0|0|0|1919 days|1919.0|0|0|1|1|0|1|0|0|0|0|450000.0|1|0|450000.0|450000.0|1
